qa_id,event_patch_candidate_id,check_group,check_name,expected,observed,status,severity,notes
QA_readiness_consistency_00394,EPC_v1us_00098,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00395,EPC_v1us_00098,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00396,EPC_v1us_00099,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00397,EPC_v1us_00099,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00398,EPC_v1us_00099,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00399,EPC_v1us_00099,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00400,EPC_v1us_00100,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00401,EPC_v1us_00100,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00402,EPC_v1us_00100,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00403,EPC_v1us_00100,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00404,EPC_v1us_00101,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00405,EPC_v1us_00101,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00406,EPC_v1us_00101,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00407,EPC_v1us_00101,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00408,EPC_v1us_00102,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00409,EPC_v1us_00102,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00410,EPC_v1us_00102,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00411,EPC_v1us_00102,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00412,EPC_v1us_00103,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00413,EPC_v1us_00103,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00414,EPC_v1us_00103,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00415,EPC_v1us_00103,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00416,EPC_v1us_00104,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00417,EPC_v1us_00104,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00418,EPC_v1us_00104,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00419,EPC_v1us_00104,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00420,EPC_v1us_00105,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00421,EPC_v1us_00105,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00422,EPC_v1us_00105,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00423,EPC_v1us_00105,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00424,EPC_v1us_00106,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00425,EPC_v1us_00106,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00426,EPC_v1us_00106,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00427,EPC_v1us_00106,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00428,EPC_v1us_00107,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00429,EPC_v1us_00107,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00430,EPC_v1us_00107,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00431,EPC_v1us_00107,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00432,EPC_v1us_00108,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00433,EPC_v1us_00108,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00434,EPC_v1us_00108,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00435,EPC_v1us_00108,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00436,EPC_v1us_00109,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00437,EPC_v1us_00109,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00438,EPC_v1us_00109,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00439,EPC_v1us_00109,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00440,EPC_v1us_00110,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00441,EPC_v1us_00110,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00442,EPC_v1us_00110,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00443,EPC_v1us_00110,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00444,EPC_v1us_00111,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00445,EPC_v1us_00111,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00446,EPC_v1us_00111,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00447,EPC_v1us_00111,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00448,EPC_v1us_00112,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00449,EPC_v1us_00112,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00450,EPC_v1us_00112,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00451,EPC_v1us_00112,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00452,EPC_v1us_00113,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00453,EPC_v1us_00113,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00454,EPC_v1us_00113,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00455,EPC_v1us_00113,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00456,EPC_v1us_00114,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00457,EPC_v1us_00114,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00458,EPC_v1us_00114,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00459,EPC_v1us_00114,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00460,EPC_v1us_00115,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00461,EPC_v1us_00115,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00462,EPC_v1us_00115,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00463,EPC_v1us_00115,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00464,EPC_v1us_00116,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00465,EPC_v1us_00116,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00466,EPC_v1us_00116,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00467,EPC_v1us_00116,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00468,EPC_v1us_00117,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00469,EPC_v1us_00117,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00470,EPC_v1us_00117,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00471,EPC_v1us_00117,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00472,EPC_v1us_00118,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00473,EPC_v1us_00118,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00474,EPC_v1us_00118,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00475,EPC_v1us_00118,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00476,EPC_v1us_00119,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00477,EPC_v1us_00119,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00478,EPC_v1us_00119,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00479,EPC_v1us_00119,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00480,EPC_v1us_00120,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00481,EPC_v1us_00120,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00482,EPC_v1us_00120,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00483,EPC_v1us_00120,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00484,EPC_v1us_00121,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00485,EPC_v1us_00121,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00486,EPC_v1us_00121,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00487,EPC_v1us_00121,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00488,EPC_v1us_00122,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00489,EPC_v1us_00122,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00490,EPC_v1us_00122,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00491,EPC_v1us_00122,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00492,EPC_v1us_00123,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00493,EPC_v1us_00123,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00494,EPC_v1us_00123,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00495,EPC_v1us_00123,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00496,EPC_v1us_00124,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00497,EPC_v1us_00124,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00498,EPC_v1us_00124,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00499,EPC_v1us_00124,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00500,EPC_v1us_00125,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00501,EPC_v1us_00125,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00502,EPC_v1us_00125,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00503,EPC_v1us_00125,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00504,EPC_v1us_00126,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00505,EPC_v1us_00126,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00506,EPC_v1us_00126,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00507,EPC_v1us_00126,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00508,EPC_v1us_00127,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00509,EPC_v1us_00127,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00510,EPC_v1us_00127,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00511,EPC_v1us_00127,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00512,EPC_v1us_00128,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00513,EPC_v1us_00128,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00514,EPC_v1us_00128,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00515,EPC_v1us_00128,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00516,EPC_v1us_00129,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00517,EPC_v1us_00129,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00518,EPC_v1us_00129,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00519,EPC_v1us_00129,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00520,EPC_v1us_00130,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00521,EPC_v1us_00130,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00522,EPC_v1us_00130,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00523,EPC_v1us_00130,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00524,EPC_v1us_00131,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00525,EPC_v1us_00131,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00526,EPC_v1us_00131,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00527,EPC_v1us_00131,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00528,EPC_v1us_00132,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00529,EPC_v1us_00132,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00530,EPC_v1us_00132,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00531,EPC_v1us_00132,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00532,EPC_v1us_00133,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00533,EPC_v1us_00133,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00534,EPC_v1us_00133,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00535,EPC_v1us_00133,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00536,EPC_v1us_00134,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00537,EPC_v1us_00134,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00538,EPC_v1us_00134,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00539,EPC_v1us_00134,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00540,EPC_v1us_00135,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00541,EPC_v1us_00135,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00542,EPC_v1us_00135,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00543,EPC_v1us_00135,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00544,EPC_v1us_00136,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00545,EPC_v1us_00136,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00546,EPC_v1us_00136,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00547,EPC_v1us_00136,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00548,EPC_v1us_00137,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00549,EPC_v1us_00137,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00550,EPC_v1us_00137,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00551,EPC_v1us_00137,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00552,EPC_v1us_00138,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00553,EPC_v1us_00138,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00554,EPC_v1us_00138,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00555,EPC_v1us_00138,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00556,EPC_v1us_00139,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00557,EPC_v1us_00139,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00558,EPC_v1us_00139,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00559,EPC_v1us_00139,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00560,EPC_v1us_00140,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00561,EPC_v1us_00140,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00562,EPC_v1us_00140,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00563,EPC_v1us_00140,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00564,EPC_v1us_00141,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00565,EPC_v1us_00141,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00566,EPC_v1us_00141,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00567,EPC_v1us_00141,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00568,EPC_v1us_00142,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00569,EPC_v1us_00142,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00570,EPC_v1us_00142,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00571,EPC_v1us_00142,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00572,EPC_v1us_00143,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00573,EPC_v1us_00143,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00574,EPC_v1us_00143,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00575,EPC_v1us_00143,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00576,EPC_v1us_00144,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00577,EPC_v1us_00144,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00578,EPC_v1us_00144,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00579,EPC_v1us_00144,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00580,EPC_v1us_00145,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00581,EPC_v1us_00145,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00582,EPC_v1us_00145,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00583,EPC_v1us_00145,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00584,EPC_v1us_00146,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00585,EPC_v1us_00146,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00586,EPC_v1us_00146,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00587,EPC_v1us_00146,readiness_consistency,temporal_not_strong_when_unlinkable,not_STRONG,date=BLOCKED|linkage=BLOCKED,PASS,high,
QA_readiness_consistency_00588,EPC_v1us_00147,readiness_consistency,overlay_blocked_when_geometry_absent,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00589,EPC_v1us_00147,readiness_consistency,ground_reference_blocked,BLOCKED,BLOCKED,PASS,critical,
QA_readiness_consistency_00590,EPC_v1us_00147,readiness_consistency,training_blocked,BLOCKED,BLOCKED,PASS,critical,
