"Regional";"Ano";"Mês";"Data";"Ocorrencia";"Solicitacao";"Endereco";"Bairro";"Localidade";"Grau_de_Risco";"Data_da_Acao";"Tipo_da_Acao";"Quantidade";"Altura";"Largura";"Area_m"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vencedora";" #_|/""";"Linha do Tiro";"Corrego do Tiro";"R3";"2022-05-25";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Angical";" .[?""";"Agua Fria";"Corrego do Deodato";"R3";"2022-05-25";"";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Monte Alegre";" #$[""";"Agua Fria";"Corrego do Deodato";"R3";"2022-05-25";"";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego do Bombeirense";" ?_$.""";"Agua Fria";"Corrego do Bombeirense";"R3";"2022-05-25";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego do Sargento";" >#'\""";"Linha do Tiro";"Corrego do Sargento";"R3";"2022-05-25";"";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vila Flor";" $!>=""";"Dois Unidos";"Alto do Maracana";"R3";"2022-05-25";"";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego do Sargento";" @}>""";"Linha do Tiro";"Corrego do Sargento";"R3";"2022-05-25";"";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Desabamento Parcial Imveis";"Vistoria";"""Rua Corrego do Abdias";" 9<-%""";"Linha do Tiro";"Corrego do Abdias";"R3";"2022-05-25";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Desabamento Parcial Imveis";"Vistoria";"""Rua Corrego do Abdias";" %$<!""";"Linha do Tiro";"Corrego do Abdias";"R3";"2022-05-25";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego do Abdias";" ^[{""";"Linha do Tiro";"Corrego do Abdias";"R3";"2022-05-25";"";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Geroncio Falcao";" """"#*9""";"Fundao";"Fundao";"R3";"2022-05-25";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Santa Maria Gorete";" /@9=""";"Vasco da Gama ";"Vasco da Gama";"R2";"2022-05-25";"Notificacao de Situacao de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Pinto Lapa";" #""""#~""";"Vasco da Gama ";"Vasco da Gama";"R2";"2022-05-25";"Notificacao de Situacao de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Pinto Lapa";" +?""""]""";"Vasco da Gama ";"Vasco da Gama";"R2";"2022-05-25";"Notificacao de Situacao de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Antonio Pinto Lapa";" """"#*9""";"Vasco da Gama ";"Vasco da Gama";"R2";"2022-05-25";"Notificacao de Situacao de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Rainha dos Anjos";" #_|/""";"Vasco da Gama ";"Vasco da Gama";"R3";"2022-05-25";"Notificacao de Situacao de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Santa Maria Gorete";" .[?""";"Vasco da Gama ";"Vasco da Gama";"R2";"2022-05-25";"Notificacao de Situacao de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Gustavo Barroso";" ?_$.""";"Alto Jose Bonifacio ";"Alto Jose Bonifacio";"R3";"2022-05-25";"Notificacao de Situacao de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Tenente Jose Antonio";" `=-[""";"Linha do Tiro";"Corrego do Tiro";"R3";"2022-05-25";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Doutor Alberto Wanderley";" .[?""";"Fundao";"Fundao";"R3";"2022-05-25";"";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Engenheiro Celi do Carli";" ^[{""";"Dois Unidos";"Sitio do Rosario";"R3";"2022-05-25";"";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Desabamento Parcial de Obras de Conteno / Drenagem";"Vistoria";"""Rua Engenheiro Celi do Carli Em Frente Ao";" #^>""";"Dois Unidos";"Sitio do Rosario";"R4";"2022-05-25";"";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Desabamento Parcial Imveis";"Vistoria";"""Rua Engenheiro Celi do Carli Entre O";" ~|}[""";"Dois Unidos";"Sitio do Rosario";"R4";"2022-05-25";"";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Cantor Luiz Almeida";" >#'\""";"Barro";"Parque dos Milagres";"R4";"2022-05-25";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Primavera";" #_|/""";"Dois Unidos";"Corrego do Curio";"R3";"2022-05-25";"Encaminhar para Colocacao de Lonas";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""1 Travessa Dorandia";" .[?""";"Dois Unidos";"Corrego do Morcego";"R3";"2022-05-25";"Encaminhar para Colocacao de Lonas";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Canavieira";" #$[""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-25";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Artur Nogueira";" %$<!""";"Dois Unidos";"Alto do Maracana";"R3";"2022-05-25";"";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""1 Travessa Paulo Brandao Cavalcanti";" #^>""";"Beberibe";"Porto da Madeira";"R3";"2022-05-25";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""1 Travessa Paulo Brandao Cavalcanti";" ~|}[""";"Beberibe";"Porto da Madeira";"R3";"2022-05-25";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Leoncio Rodrigues";" #""""#~""";"Dois Unidos";"Corrego Leoncio Rodrigues";"R3";"2022-05-25";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-25";"Deslizamentos de Barreiras";"Vistoria";"""Rua Doutor Alberto Wanderley";" #$[""";"Fundao";"Fundao";"R3";"2022-05-25";"";"";"";"";"0"
"2022";"Maio";"2022-05-24";"Deslizamentos de Barreiras";"Vistoria";"""Rua Sempre Vida";" $!>=""";"Dois Unidos";"Vale do Senhor";"R3";"2022-05-24";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Regina";" {})!""";"Macaxeira ";"Macaxeira";"R3";"2022-05-28";"Notificacao de Situacao de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego do Euclides";" #^>""";"Alto Jose Bonifacio ";"Corrego do Euclides";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego do Euclides";" ~|}[""";"Alto Jose Bonifacio ";"Corrego do Euclides";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Bem Posta";" #^>""";"Vasco da Gama ";"Vasco da Gama";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""2 Subida da Paciencia";" ~|}[""";"Nova Descoberta";"Nova Descoberta";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Bem Posta";" /@9=""";"Vasco da Gama ";"Vasco da Gama";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Bem Posta";" #""""#~""";"Vasco da Gama ";"Vasco da Gama";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto da Saudade";" ^[{""";"Alto Jose Bonifacio ";"Alto Jose Bonifacio";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Bem Posta";" +?""""]""";"Vasco da Gama ";"Vasco da Gama";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Pintoritama";" +?""""]""";"Nao Informado";"Alto Jose do Pinho";"R2";"2022-05-28";"Notificacao de Situacao de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Gustavo Barosso";" """"#*9""";"Alto Jose Bonifacio ";"Alto Jose Bonifacio";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rrua Alto das Calcadas";" #_|/""";"Alto Jose Bonifacio ";"Alto Jose Bonifacio";"R2";"2022-05-28";"Notificacao de Situacao de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Laje do Una";" .[?""";"Nao Informado";"Alto Jose do Pinho";"R4";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Monsenhorr Teobaldo Rocha";" ?_$.""";"Nova Descoberta";"Nova Descoberta";"R3";"2022-05-28";"Notificacao de Situacao de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego Manoel das Meninas";" ^[{""";"Guabiraba";"Corrego Manoel das Meninas";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Desembargador Ronaldo Fonseca";" {})!""";"Brejo da Guabiraba";"Corrego Jardim Primavera";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Pojuca";" #^>""";"Brejo da Guabiraba";"Corrego Jardim Primavera";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Cacau";" """"#*9""";"Nova Descoberta";"Corrego da Areia";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Dois Irmaos";" .<^&""";"Apipucos ";"Apipucos";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Dom Jose Pereira";" 9<-%""";"Nao Informado";"Alto do Mandu";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Dom Jose Pereira";" $!>=""";"Nao Informado";"Alto do Mandu";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Cacau";" #_|/""";"Nova Descoberta";"Corrego da Areia";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Jose Carneiro Lins";" ~|}[""";"Nova Descoberta";"Nova Descoberta";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Desabamento Total Imveis";"Vistoria";"""Rua Corrego Sao Jose";" >#'\""";"Dois Unidos";"Corrego Sao Jose";"R4";"2022-05-28";"";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Desabamento Parcial de Obras de Conteno / Drenagem";"Vistoria";"""Rua Maria Etevao";" @}>""";"Dois Unidos";"Corrego da Camila";"R3";"2022-05-28";"";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Avenida Chagas Ferreira";" ^[{""";"Dois Unidos";"Chagas Ferreira";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Avenida Chagas Ferreira";" {})!""";"Dois Unidos";"Chagas Ferreira";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Avenida Chagas Ferreira";" #^>""";"Dois Unidos";"Chagas Ferreira";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Avenida Chagas Ferreira";" ~|}[""";"Dois Unidos";"Chagas Ferreira";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Engenheiro Celio de Carli";" /@9=""";"Dois Unidos";"Sitio do Rosario";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Engenheiro Celio de Carli";" #""""#~""";"Dois Unidos";"Sitio do Rosario";"R4";"2022-05-28";"";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Desabamento Total Imveis";"Vistoria";"""Rua Corrego Sao Jose";" ?_$.""";"Dois Unidos";"Corrego Sao Jose";"R4";"2022-05-28";"";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Coronel Pilar";" `=-[""";"Dois Unidos";"Dois Unidos";"R3";"2022-05-28";"";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Jose Amarino";" #$[""";"Linha do Tiro";"Corrego do Tiro";"R4";"2022-05-28";"";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Visconde de Alcantara";" .[?""";"Linha do Tiro";"Alto dos Coqueiros";"R3";"2022-05-28";"";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Celeste";" """"#*9""";"Linha do Tiro";"Alto dos Coqueiros";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Celeste";" #_|/""";"Linha do Tiro";"Alto dos Coqueiros";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Monitoramento";"""Rua Engenheiro Celio de Carli";" {})!""";"Dois Unidos";"Sitio do Rosario";"R4";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Tupitinga";" #_|/""";"Alto Jose Bonifacio ";"Corrego do Euclides";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto Jardim Progresso";" #$[""";"Nova Descoberta";"Nova Descoberta";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Alto Jardim Progresso";" ?_$.""";"Nova Descoberta";"Nova Descoberta";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto Jardim Progresso";" $!>=""";"Nova Descoberta";"Nova Descoberta";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Enedina";" 9<-%""";"Nova Descoberta";"Nova Descoberta";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto Jardim Progresso";" .<^&""";"Nova Descoberta";"Nova Descoberta";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Macatuba";" {})!""";"Nova Descoberta";"Nova Descoberta";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"";"";"""Rua das Barreiras";" #$[""";"Agua Fria";"Corrego Sao Sebastiao";"";"2022-05-28";"Remocao de Resto de Vegetacao";"";"";"";"0"
"2022";"Maio";"2022-05-28";"";"Colocao de Lonas Plsticas";"""Rua das Barreiras";" `=-[""";"Agua Fria";"Corrego Sao Sebastiao";"";"2022-05-28";"";"4.0";"20.0";"8.0";"640"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Monitoramento";"""Rua Grotao";" +?""""]""";"Agua Fria";"Alto do Pascoal";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Alagamentos";"Monitoramento";"""Rua Nova Vida";" #$[""";"Dois Unidos";"Vale do Senhor";"R3";"2022-05-28";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Cacau";" .[?""";"Nova Descoberta";"Corrego da Areia";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua da Paz";" `=-[""";"Dois Irmaos";"Corrego da Fortuna";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua da Paz";" #$[""";"Dois Irmaos";"Corrego da Fortuna";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto da Bica";" /@9=""";"Passarinho";"Alto da Bica";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""8 Subida Corrego da Bica";" $!>=""";"Passarinho";"Corrego da Bica";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""6 Subida Corrego da Bica";" @}>""";"Passarinho";"Corrego da Bica";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""6 Subida Corrego da Bica";" 9<-%""";"Passarinho";"Corrego da Bica";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua da Paz";" %$<!""";"Passarinho";"Alto Santa Tereza";"R4";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Dois de Junho";" ^[{""";"Passarinho";"Alto Santa Tereza";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Dois de Junho";" {})!""";"Passarinho";"Alto Santa Tereza";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego da Bica";" #^>""";"Passarinho";"Corrego da Bica";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego da Bica";" ~|}[""";"Passarinho";"Corrego da Bica";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Tres Morros";" ~|}[""";"Corrego do Jenipapo";"Tres Morros";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Tres Morros";" #^>""";"Corrego do Jenipapo";"Tres Morros";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Reservatorio";" {})!""";"Nova Descoberta";"Alto do Reservatorio";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Reservatorio";" ^[{""";"Nova Descoberta";"Alto do Reservatorio";"R4";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto Sitio Sao Bras";" ?_$.""";"Dois Irmaos";"Sitio Sao Bras";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto Sitio Sao Bras";" >#'\""";"Dois Irmaos";"Sitio Sao Bras";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto Sitio Sao Bras";" $!>=""";"Dois Irmaos";"Sitio Sao Bras";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua da Paz";" 9<-%""";"Dois Irmaos";"Corrego da Fortuna";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto Sitio Sao Bras";" %$<!""";"Dois Irmaos";"Sitio Sao Bras";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto Sitio Sao Bras";" .<^&""";"Dois Irmaos";"Sitio Sao Bras";"R4";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto Sitio Sao Bras";" ^[{""";"Dois Irmaos";"Sitio Sao Bras";"R4";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Sitio Sapucaia";" {})!""";"Dois Irmaos";"Corrego da Fortuna";"R4";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Barao de Capibaribe";" #^>""";"Dois Irmaos";"Sitio Sao Bras";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Tres Morros";" ~|}[""";"Corrego do Jenipapo";"Tres Morros";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Tres Morros";" /@9=""";"Corrego do Jenipapo";"Tres Morros";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Tres Morros";" #""""#~""";"Corrego do Jenipapo";"Tres Morros";"R4";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Tres Morros";" """"#*9""";"Corrego do Jenipapo";"Tres Morros";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Tres Morros";" #_|/""";"Corrego do Jenipapo";"Tres Morros";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Tres Morros";" .[?""";"Corrego do Jenipapo";"Tres Morros";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Tres Morros";" #$[""";"Corrego do Jenipapo";"Tres Morros";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Tres Morros";" `=-[""";"Corrego do Jenipapo";"Tres Morros";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Padre Antonio Prado";" ?_$.""";"Corrego do Jenipapo";"Tres Morros";"R3";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Padre Antonio Prado";" >#'\""";"Corrego do Jenipapo";"Tres Morros";"R4";"2022-05-28";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-28";"Deslizamentos de Barreiras";"Vistoria";"""Rua Padre Antonio Prado";" $!>=""";"Corrego do Jenipapo";"Tres Morros";"R4";"2022-05-28";"Atendimento Social";"";"";"";"0"
