"Regional";"Ano";"Mês";"Data";"Ocorrencia";"Solicitacao";"Endereco";"Bairro";"Localidade";"Grau_de_Risco";"Data_da_Acao";"Tipo_da_Acao";"Quantidade";"Altura";"Largura";"Area_m"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Manjeiro";" ^[{""";"Nova Descoberta";"Alto do Refugio";"R3";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Manjeiro";" {})!""";"Nova Descoberta";"Alto do Refugio";"R3";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Sub";" #^>""";"Nova Descoberta";"Alto do Refugio";"R3";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Subida do Merere";" ~|}[""";"Nova Descoberta";"Alto do Refugio";"R3";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Desabamento Parcial de Obras de Conteno / Drenagem";"Vistoria";"""Rua Joao Limoeira";" #$[""";"Dois Irmaos";"Corrego da Fortuna";"R2";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto das Queimadas";" `=-[""";"Nova Descoberta";"Alto das Queimadas";"R2";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto das Queimadas";" ?_$.""";"Nova Descoberta";"Alto das Queimadas";"R2";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto das Queimadas";" >#'\""";"Nova Descoberta";"Alto das Queimadas";"R2";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto das Queimadas";" $!>=""";"Nova Descoberta";"Alto das Queimadas";"R2";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto das Queimadas";" @}>""";"Nova Descoberta";"Alto das Queimadas";"R2";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Monitoramento";"""Rua Estrela do Sul";" {})!""";"Guabiraba";"Vila Boa Vista";"R4";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Estrela do Sul";" ~|}[""";"Guabiraba";"Vila Boa Vista";"R4";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego da Bica";" +?""""]""";"Passarinho";"Corrego da Bica";"R3";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto So Nos Dois";" """"#*9""";"Passarinho";"Alto So Nos Dois";"R3";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto So Nos Dois";" #_|/""";"Passarinho";"Alto So Nos Dois";"R3";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-26";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto So Nos Dois";" .[?""";"Passarinho";"Alto So Nos Dois";"R3";"2022-05-26";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego Manoel Joao";" `=-[""";"Linha do Tiro";"Corrego do Tiro";"R3";"2022-05-27";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vencedora";" ?_$.""";"Linha do Tiro";"Corrego do Tiro";"R3";"2022-05-27";"";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Arapixuna";" 9<-%""";"Alto Santa Terezinha";"Alto Santa Terezinha";"R3";"2022-05-27";"";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio";" `=-[""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-27";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Cacarema";" >#'\""";"Dois Unidos";"Alto do Maracana";"R3";"2022-05-27";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio";" .[?""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-27";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Bueno";" #$[""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-27";"";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Agaci";" #_|/""";"Nova Descoberta";"Corrego da Joselia";"R3";"2022-05-27";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Bom Sossego";" {})!""";"Alto Jose Bonifacio ";"Alto Jose Bonifacio";"R2";"2022-05-27";"Notificacao de Situacao de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""3 Travessa Felisburgo";" $!>=""";"Nova Descoberta";"Alto Dr. Caete";"R3";"2022-05-27";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego do Joaquim";" @}>""";"Passarinho";"Vila Canaa";"R4";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego do Joaquim";" 9<-%""";"Passarinho";"Vila Canaa";"R4";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego do Joaquim";" %$<!""";"Passarinho";"Vila Canaa";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Cunha Pora";" .<^&""";"Nova Descoberta";"Corrego do Joaquim";"R4";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Teolandia";" """"#*9""";"Nova Descoberta";"Alto do Refugio";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Refugio";" #_|/""";"Nova Descoberta";"Alto do Refugio";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Arantina";" .[?""";"Nova Descoberta";"Alto do Refugio";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Rosal";" @}>""";"Brejo da Guabiraba";"Corrego Jardim Primavera";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Rosal";" 9<-%""";"Brejo da Guabiraba";"Corrego Jardim Primavera";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Baianopolis";" +?""""]""";"Nova Descoberta";"Alto do Reservatorio";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Baianopolis";" """"#*9""";"Nova Descoberta";"Alto do Reservatorio";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Cidade de Deus";" #_|/""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Cidade de Deus";" .[?""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Cidade de Deus";" #$[""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Cidade de Deus";" `=-[""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Cidade de Deus";" ?_$.""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Cidade de Deus";" >#'\""";"Corrego do Jenipapo";"Corrego do Jenipapo";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Reservatorio";" $!>=""";"Nova Descoberta";"Alto do Reservatorio";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Subida do Joaquim";" @}>""";"Nova Descoberta";"Alto do Reservatorio";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Subida do Joaquim";" 9<-%""";"Nova Descoberta";"Alto do Reservatorio";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Martinho Campos";" %$<!""";"Brejo da Guabiraba";"Corrego Jose Idalino";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Jequiri";" ^[{""";"Brejo da Guabiraba";"Corrego Jose Idalino";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Jequiri";" #^>""";"Brejo da Guabiraba";"Corrego Jose Idalino";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Jequiri";" ~|}[""";"Brejo da Guabiraba";"Corrego Jose Idalino";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Jequiri";" +?""""]""";"Brejo da Guabiraba";"Corrego Jose Idalino";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Jequiri";" .[?""";"Brejo da Guabiraba";"Corrego Jose Idalino";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Jequiri";" #$[""";"Brejo da Guabiraba";"Alto do Jequiri";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Luiz Gonzaga";" `=-[""";"Guabiraba";"Nao Cadastrada";"R3";"2022-05-27";"Atendimento Social";"";"";"";"0"
"2022";"Maio";"2022-05-27";"Deslizamentos de Barreiras";"Vistoria";"""Rua Ouricangas";" >#'\""";"Nova Descoberta";"Alto do Refugio";"R4";"2022-05-27";"Atendimento Social";"";"";"";"0"
