provenance_trace_id,candidate_patch_id,event_id,object_type,feature_or_delta_name,source_scene_or_item_id,source_artifact_manifest_id,artifact_path,sha256,source_role,sensor_or_dataset,temporal_role,processing_chain,replay_status,review_only,trainable,ground_truth
S17C22_PROV_0106,S17C6_CANARY_REC_00004,REC_2022_05_24_30,pre_post_observational_delta,B04_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0004_A|S17C21_POSTMANIFEST_0004_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0107,S17C6_CANARY_REC_00004,REC_2022_05_24_30,pre_post_observational_delta,B08_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0004_A|S17C21_POSTMANIFEST_0004_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0108,S17C6_CANARY_REC_00004,REC_2022_05_24_30,pre_post_observational_delta,B11_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0004_A|S17C21_POSTMANIFEST_0004_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0109,S17C6_CANARY_REC_00004,REC_2022_05_24_30,pre_post_observational_delta,NDVI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0004_A|S17C21_POSTMANIFEST_0004_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0110,S17C6_CANARY_REC_00004,REC_2022_05_24_30,pre_post_observational_delta,NDWI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0004_A|S17C21_POSTMANIFEST_0004_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0111,S17C6_CANARY_REC_00004,REC_2022_05_24_30,pre_post_observational_delta,MNDWI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0004_A|S17C21_POSTMANIFEST_0004_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0112,S17C6_CANARY_REC_00004,REC_2022_05_24_30,pre_post_observational_delta,NDBI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0004_A|S17C21_POSTMANIFEST_0004_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0113,S17C6_CANARY_REC_00005,REC_2022_05_24_30,pre_post_observational_delta,B03_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0005_A|S17C21_POSTMANIFEST_0005_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0114,S17C6_CANARY_REC_00005,REC_2022_05_24_30,pre_post_observational_delta,B04_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0005_A|S17C21_POSTMANIFEST_0005_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0115,S17C6_CANARY_REC_00005,REC_2022_05_24_30,pre_post_observational_delta,B08_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0005_A|S17C21_POSTMANIFEST_0005_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0116,S17C6_CANARY_REC_00005,REC_2022_05_24_30,pre_post_observational_delta,B11_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0005_A|S17C21_POSTMANIFEST_0005_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0117,S17C6_CANARY_REC_00005,REC_2022_05_24_30,pre_post_observational_delta,NDVI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0005_A|S17C21_POSTMANIFEST_0005_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0118,S17C6_CANARY_REC_00005,REC_2022_05_24_30,pre_post_observational_delta,NDWI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0005_A|S17C21_POSTMANIFEST_0005_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0119,S17C6_CANARY_REC_00005,REC_2022_05_24_30,pre_post_observational_delta,MNDWI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0005_A|S17C21_POSTMANIFEST_0005_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
S17C22_PROV_0120,S17C6_CANARY_REC_00005,REC_2022_05_24_30,pre_post_observational_delta,NDBI_mean,S2A_MSIL1C_20220427T124321_N0510_R009_T25MBM_20240604T235122.SAFE|S2B_MSIL1C_20220601T124319_N0510_R009_T25MBM_20240612T164504.SAFE,S17C20_MANIFEST_0005_A|S17C21_POSTMANIFEST_0005_A,derived_from_pre_and_post_manifests,derived_delta_no_single_artifact,materialization_fallback,SENTINEL-2,pre_post_delta,17c22_delta=post_mean-pre_mean,derived,true,false,false
