reference_feature_id,region,source_id,feature_type,name,normalized_name,neighborhood,normalized_neighborhood,geometry_type,lat,lon,bbox,wkt,geojson_ref,crs,source_confidence,parse_confidence,review_only
S14AFEAT_000000,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 46",rua doutor cezar montezuma,Ibura,ibura,point,-8.128689,-34.950349,-34.950349;-8.128689;-34.950349;-8.128689,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000001,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 76",rua doutor cezar montezuma,Ibura,ibura,point,-8.128733,-34.950666,-34.950666;-8.128733;-34.950666;-8.128733,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000002,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 86",rua doutor cezar montezuma,Ibura,ibura,point,-8.128687,-34.950784,-34.950784;-8.128687;-34.950784;-8.128687,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000003,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 56",rua doutor cezar montezuma,Ibura,ibura,point,-8.128698,-34.950476,-34.950476;-8.128698;-34.950476;-8.128698,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000004,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 95",rua doutor cezar montezuma,Ibura,ibura,point,-8.128669,-34.950856,-34.950856;-8.128669;-34.950856;-8.128669,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000005,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 106",rua doutor cezar montezuma,Ibura,ibura,point,-8.12865,-34.950947,-34.950947;-8.12865;-34.950947;-8.12865,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000006,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 126A",rua doutor cezar montezuma,Ibura,ibura,point,-8.128613,-34.951119,-34.951119;-8.128613;-34.951119;-8.128613,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000007,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma,126B",rua doutor cezar montezuma,Ibura,ibura,point,-8.128604,-34.951174,-34.951174;-8.128604;-34.951174;-8.128604,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000008,recife,S14AREF_0012,address_point,"1º Travessa Doutor Cézar Montezuma, 60",travessa doutor cezar montezuma,Ibura,ibura,point,-8.128322,-34.951426,-34.951426;-8.128322;-34.951426;-8.128322,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000009,recife,S14AREF_0012,address_point,"1º Travessa Doutor Cézar Montezuma, 61",travessa doutor cezar montezuma,Ibura,ibura,point,-8.128313,-34.951417,-34.951417;-8.128313;-34.951417;-8.128313,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000010,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 129",rua doutor cezar montezuma,Ibura,ibura,point,-8.128603,-34.9514,-34.9514;-8.128603;-34.9514;-8.128603,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000011,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 136",rua doutor cezar montezuma,Ibura,ibura,point,-8.128666,-34.951455,-34.951455;-8.128666;-34.951455;-8.128666,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000012,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 140",rua doutor cezar montezuma,Ibura,ibura,point,-8.12862,-34.9515,-34.9515;-8.12862;-34.9515;-8.12862,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000013,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 146",rua doutor cezar montezuma,Ibura,ibura,point,-8.128584,-34.951546,-34.951546;-8.128584;-34.951546;-8.128584,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000014,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 142",rua doutor cezar montezuma,Ibura,ibura,point,-8.128629,-34.9516,-34.9516;-8.128629;-34.9516;-8.128629,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000015,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 145",rua doutor cezar montezuma,Ibura,ibura,point,-8.128565,-34.951636,-34.951636;-8.128565;-34.951636;-8.128565,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000016,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 147",rua doutor cezar montezuma,Ibura,ibura,point,-8.128637,-34.9517,-34.9517;-8.128637;-34.9517;-8.128637,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000017,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 149",rua doutor cezar montezuma,Ibura,ibura,point,-8.128583,-34.951745,-34.951745;-8.128583;-34.951745;-8.128583,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000018,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 150A",rua doutor cezar montezuma,Ibura,ibura,point,-8.128601,-34.951782,-34.951782;-8.128601;-34.951782;-8.128601,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000019,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 150B",rua doutor cezar montezuma,Ibura,ibura,point,-8.128591,-34.951863,-34.951863;-8.128591;-34.951863;-8.128591,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000020,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 154",rua doutor cezar montezuma,Ibura,ibura,point,-8.128546,-34.951972,-34.951972;-8.128546;-34.951972;-8.128546,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000021,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 155",rua doutor cezar montezuma,Ibura,ibura,point,-8.128636,-34.952063,-34.952063;-8.128636;-34.952063;-8.128636,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000022,recife,S14AREF_0012,address_point,"Rua Doutor Cézar Montezuma, 157",rua doutor cezar montezuma,Ibura,ibura,point,-8.128617,-34.952144,-34.952144;-8.128617;-34.952144;-8.128617,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000023,recife,S14AREF_0012,address_point,"1º Travessa Doutor Cézar Montezuma, 50",travessa doutor cezar montezuma,Ibura,ibura,point,-8.128315,-34.9511,-34.9511;-8.128315;-34.9511;-8.128315,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000024,recife,S14AREF_0012,address_point,"1º Travessa Doutor Cézar Montezuma, 53",travessa doutor cezar montezuma,Ibura,ibura,point,-8.128352,-34.950846,-34.950846;-8.128352;-34.950846;-8.128352,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000025,recife,S14AREF_0012,address_point,"1º Travessa Doutor Cézar Montezuma, 79",travessa doutor cezar montezuma,Ibura,ibura,point,-8.128362,-34.950674,-34.950674;-8.128362;-34.950674;-8.128362,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000026,recife,S14AREF_0012,address_point,"1º Travessa Doutor Cézar Montezuma, 80",travessa doutor cezar montezuma,Ibura,ibura,point,-8.12838,-34.950628,-34.950628;-8.12838;-34.950628;-8.12838,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000027,recife,S14AREF_0012,address_point,"1º Travessa Doutor Cézar Montezuma, 150",travessa doutor cezar montezuma,Ibura,ibura,point,-8.128188,-34.951217,-34.951217;-8.128188;-34.951217;-8.128188,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000028,recife,S14AREF_0012,address_point,"1º Travessa Doutor Cézar Montezuma, 155",travessa doutor cezar montezuma,Ibura,ibura,point,-8.128153,-34.951017,-34.951017;-8.128153;-34.951017;-8.128153,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000029,recife,S14AREF_0012,address_point,"1º Travessa Doutor Cézar Montezuma, 65",travessa doutor cezar montezuma,Ibura,ibura,point,-8.128126,-34.95089,-34.95089;-8.128126;-34.95089;-8.128126,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000030,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 15B",rua bonerges pereira,Jordão,jordao,point,-8.136769,-34.939501,-34.939501;-8.136769;-34.939501;-8.136769,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000031,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 16B",rua bonerges pereira,Jordão,jordao,point,-8.136778,-34.939492,-34.939492;-8.136778;-34.939492;-8.136778,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000032,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 16",rua bonerges pereira,Jordão,jordao,point,-8.136968,-34.939429,-34.939429;-8.136968;-34.939429;-8.136968,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000033,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 89",rua bonerges pereira,Jordão,jordao,point,-8.136969,-34.939356,-34.939356;-8.136969;-34.939356;-8.136969,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000034,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 20C",rua bonerges pereira,Jordão,jordao,point,-8.136969,-34.93932,-34.93932;-8.136969;-34.93932;-8.136969,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000035,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 11B,C,D e E",rua bonerges pereira c d e e,Jordão,jordao,point,-8.136951,-34.939284,-34.939284;-8.136951;-34.939284;-8.136951,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000036,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 09",rua bonerges pereira,Jordão,jordao,point,-8.136662,-34.939237,-34.939237;-8.136662;-34.939237;-8.136662,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000037,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 85",rua bonerges pereira,Jordão,jordao,point,-8.13697,-34.939048,-34.939048;-8.13697;-34.939048;-8.13697,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000038,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 84",rua bonerges pereira,Jordão,jordao,point,-8.136961,-34.938975,-34.938975;-8.136961;-34.938975;-8.136961,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000039,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 83",rua bonerges pereira,Jordão,jordao,point,-8.136943,-34.93893,-34.93893;-8.136943;-34.93893;-8.136943,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000040,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 82",rua bonerges pereira,Jordão,jordao,point,-8.136926,-34.938857,-34.938857;-8.136926;-34.938857;-8.136926,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000041,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 81A,B e C",rua bonerges pereira b e c,Jordão,jordao,point,-8.136917,-34.938785,-34.938785;-8.136917;-34.938785;-8.136917,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000042,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº S/N Em Const.",rua bonerges pereira s n em const,Jordão,jordao,point,-8.136936,-34.938694,-34.938694;-8.136936;-34.938694;-8.136936,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000043,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 24",rua bonerges pereira,Jordão,jordao,point,-8.137098,-34.940573,-34.940573;-8.137098;-34.940573;-8.137098,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000044,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 24A",rua bonerges pereira,Jordão,jordao,point,-8.137098,-34.940564,-34.940564;-8.137098;-34.940564;-8.137098,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000045,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 25A",rua bonerges pereira,Jordão,jordao,point,-8.137081,-34.9405,-34.9405;-8.137081;-34.9405;-8.137081,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000046,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 127",rua bonerges pereira,Jordão,jordao,point,-8.137072,-34.940418,-34.940418;-8.137072;-34.940418;-8.137072,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000047,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 23C",rua bonerges pereira,Jordão,jordao,point,-8.137072,-34.940328,-34.940328;-8.137072;-34.940328;-8.137072,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000048,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 22A",rua bonerges pereira,Jordão,jordao,point,-8.137046,-34.940182,-34.940182;-8.137046;-34.940182;-8.137046,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000049,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº Entre 22A e 22B",rua bonerges pereira entre e,Jordão,jordao,point,-8.137046,-34.94011,-34.94011;-8.137046;-34.94011;-8.137046,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000050,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 21B",rua bonerges pereira,Jordão,jordao,point,-8.137047,-34.940074,-34.940074;-8.137047;-34.940074;-8.137047,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000051,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 21",rua bonerges pereira,Jordão,jordao,point,-8.137051,-34.939121,-34.939121;-8.137051;-34.939121;-8.137051,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000052,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 21A",rua bonerges pereira,Jordão,jordao,point,-8.137056,-34.939992,-34.939992;-8.137056;-34.939992;-8.137056,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000053,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 20D",rua bonerges pereira,Jordão,jordao,point,-8.137057,-34.939874,-34.939874;-8.137057;-34.939874;-8.137057,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000054,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 19A",rua bonerges pereira,Jordão,jordao,point,-8.136984,-34.939846,-34.939846;-8.136984;-34.939846;-8.136984,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000055,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 14A",rua bonerges pereira,Jordão,jordao,point,-8.137013,-34.939583,-34.939583;-8.137013;-34.939583;-8.137013,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000056,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 15A",rua bonerges pereira,Jordão,jordao,point,-8.136995,-34.939529,-34.939529;-8.136995;-34.939529;-8.136995,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000057,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 1080",rua bonerges pereira,Jordão,jordao,point,-8.13801,-34.944714,-34.944714;-8.13801;-34.944714;-8.13801,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000058,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 1080A",rua bonerges pereira,Jordão,jordao,point,-8.137992,-34.944705,-34.944705;-8.137992;-34.944705;-8.137992,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000059,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 1076",rua bonerges pereira,Jordão,jordao,point,-8.137974,-34.944678,-34.944678;-8.137974;-34.944678;-8.137974,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000060,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 1074",rua bonerges pereira,Jordão,jordao,point,-8.137965,-34.94466,-34.94466;-8.137965;-34.94466;-8.137965,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000061,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 1072",rua bonerges pereira,Jordão,jordao,point,-8.137893,-34.944523,-34.944523;-8.137893;-34.944523;-8.137893,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000062,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 1070",rua bonerges pereira,Jordão,jordao,point,-8.137848,-34.944459,-34.944459;-8.137848;-34.944459;-8.137848,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000063,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 1068",rua bonerges pereira,Jordão,jordao,point,-8.137794,-34.944432,-34.944432;-8.137794;-34.944432;-8.137794,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000064,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 1066",rua bonerges pereira,Jordão,jordao,point,-8.137731,-34.944377,-34.944377;-8.137731;-34.944377;-8.137731,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000065,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 1040",rua bonerges pereira,Jordão,jordao,point,-8.137659,-34.944304,-34.944304;-8.137659;-34.944304;-8.137659,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000066,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 1040A",rua bonerges pereira,Jordão,jordao,point,-8.137641,-34.944304,-34.944304;-8.137641;-34.944304;-8.137641,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000067,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 1054",rua bonerges pereira,Jordão,jordao,point,-8.137578,-34.944259,-34.944259;-8.137578;-34.944259;-8.137578,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000068,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 1050",rua bonerges pereira,Jordão,jordao,point,-8.137524,-34.944158,-34.944158;-8.137524;-34.944158;-8.137524,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000069,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 1050A",rua bonerges pereira,Jordão,jordao,point,-8.137515,-34.944149,-34.944149;-8.137515;-34.944149;-8.137515,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000070,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 1071",rua bonerges pereira,Jordão,jordao,point,-8.137524,-34.94414,-34.94414;-8.137524;-34.94414;-8.137524,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000071,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 1069A",rua bonerges pereira,Jordão,jordao,point,-8.137524,-34.944131,-34.944131;-8.137524;-34.944131;-8.137524,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000072,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 1069",rua bonerges pereira,Jordão,jordao,point,-8.137498,-34.944049,-34.944049;-8.137498;-34.944049;-8.137498,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000073,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 1069AB",rua bonerges pereira,Jordão,jordao,point,-8.137462,-34.943986,-34.943986;-8.137462;-34.943986;-8.137462,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000074,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 1069B",rua bonerges pereira,Jordão,jordao,point,-8.137444,-34.943931,-34.943931;-8.137444;-34.943931;-8.137444,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000075,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 106916026",rua bonerges pereira,Jordão,jordao,point,-8.137079,-34.940745,-34.940745;-8.137079;-34.940745;-8.137079,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
S14AFEAT_000076,recife,S14AREF_0012,address_point,"Rua Bonerges Pereira, nº 25-Q-2A",rua bonerges pereira q,Jordão,jordao,point,-8.137107,-34.940673,-34.940673;-8.137107;-34.940673;-8.137107,,datasets/suscetibilidade/observed_event_sources_susc13c_live/ckan/coordenadas-geograficas-da-regiao-sul.geojson,EPSG:4326,medium,medium,true
