patch_id,regiao,cidade,geometry_source,bbox,crs,tem_geometria_patch,tem_score_v6,tem_features_fisicas,tem_features_territoriais,tem_features_espectrais,tem_features_chuva,tem_evidencia_observacional,status_patch
curitiba_00038,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.389374,-25.594953,-49.380391,-25.586851",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00073,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.389374,-25.586851,-49.380391,-25.578749",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00163,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.209711,-25.570646,-49.200728,-25.562542",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00249,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.380391,-25.546333,-49.371408,-25.538228",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00289,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.335475,-25.538228,-49.326492,-25.530122",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00293,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.299543,-25.538228,-49.290560,-25.530122",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00305,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.191745,-25.538228,-49.182762,-25.530122",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00339,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.200728,-25.530122,-49.191745,-25.522016",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00340,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.191745,-25.530122,-49.182762,-25.522016",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00345,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.146829,-25.530122,-49.137846,-25.522016",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00350,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.101913,-25.530122,-49.092930,-25.522016",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00357,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.353442,-25.522016,-49.344459,-25.513909",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00365,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.281576,-25.522016,-49.272593,-25.513909",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00367,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.263610,-25.522016,-49.254627,-25.513909",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00374,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.200728,-25.522016,-49.191745,-25.513909",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00377,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.173779,-25.522016,-49.164795,-25.513909",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00392,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.353442,-25.513909,-49.344459,-25.505802",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00399,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.290560,-25.513909,-49.281576,-25.505802",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00402,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.263610,-25.513909,-49.254627,-25.505802",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00409,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.200728,-25.513909,-49.191745,-25.505802",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00410,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.191745,-25.513909,-49.182762,-25.505802",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00412,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.173779,-25.513909,-49.164795,-25.505802",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00413,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.164795,-25.513909,-49.155812,-25.505802",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00416,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.137846,-25.513909,-49.128863,-25.505802",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00436,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.272593,-25.505802,-49.263610,-25.497694",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00445,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.191745,-25.505802,-49.182762,-25.497694",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00446,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.182762,-25.505802,-49.173779,-25.497694",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00447,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.173779,-25.505802,-49.164795,-25.497694",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00451,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.137846,-25.505802,-49.128863,-25.497694",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00466,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.317509,-25.497694,-49.308526,-25.489585",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00469,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.290560,-25.497694,-49.281576,-25.489585",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00471,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.272593,-25.497694,-49.263610,-25.489585",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00531,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.362425,-25.481476,-49.353442,-25.473367",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00537,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.308526,-25.481476,-49.299543,-25.473367",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00566,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.362425,-25.473367,-49.353442,-25.465256",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00597,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.398357,-25.465256,-49.389374,-25.457146",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00612,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.263610,-25.465256,-49.254627,-25.457146",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00660,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.146829,-25.457146,-49.137846,-25.449035",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00661,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.137846,-25.457146,-49.128863,-25.449035",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00662,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.128863,-25.457146,-49.119880,-25.449035",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00693,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.164795,-25.449035,-49.155812,-25.440923",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00695,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.146829,-25.449035,-49.137846,-25.440923",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00699,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.110897,-25.449035,-49.101913,-25.440923",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00728,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.164795,-25.440923,-49.155812,-25.432811",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00729,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.155812,-25.440923,-49.146829,-25.432811",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00740,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.371408,-25.432811,-49.362425,-25.424698",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00779,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.335475,-25.424698,-49.326492,-25.416584",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00869,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.155812,-25.408470,-49.146829,-25.400356",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00887,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.308526,-25.400356,-49.299543,-25.392241",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00888,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.299543,-25.400356,-49.290560,-25.392241",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00889,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.290560,-25.400356,-49.281576,-25.392241",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00891,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.272593,-25.400356,-49.263610,-25.392241",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00895,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.236661,-25.400356,-49.227678,-25.392241",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00896,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.227678,-25.400356,-49.218694,-25.392241",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00899,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.200728,-25.400356,-49.191745,-25.392241",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00901,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.182762,-25.400356,-49.173779,-25.392241",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00903,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.164795,-25.400356,-49.155812,-25.392241",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00918,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.344459,-25.392241,-49.335475,-25.384125",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00924,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.290560,-25.392241,-49.281576,-25.384125",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00926,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.272593,-25.392241,-49.263610,-25.384125",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00929,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.245644,-25.392241,-49.236661,-25.384125",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00930,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.236661,-25.392241,-49.227678,-25.384125",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00931,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.227678,-25.392241,-49.218694,-25.384125",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00934,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.200728,-25.392241,-49.191745,-25.384125",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00936,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.182762,-25.392241,-49.173779,-25.384125",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00937,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.173779,-25.392241,-49.164795,-25.384125",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00938,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.164795,-25.392241,-49.155812,-25.384125",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00960,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.281576,-25.384125,-49.272593,-25.376009",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00969,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.200728,-25.384125,-49.191745,-25.376009",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00972,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.173779,-25.384125,-49.164795,-25.376009",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00977,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.128863,-25.384125,-49.119880,-25.376009",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00990,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.326492,-25.376009,-49.317509,-25.367892",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00991,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.317509,-25.376009,-49.308526,-25.367892",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00992,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.308526,-25.376009,-49.299543,-25.367892",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_00995,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.281576,-25.376009,-49.272593,-25.367892",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01000,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.236661,-25.376009,-49.227678,-25.367892",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01001,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.227678,-25.376009,-49.218694,-25.367892",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01007,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.173779,-25.376009,-49.164795,-25.367892",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01011,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.137846,-25.376009,-49.128863,-25.367892",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01012,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.128863,-25.376009,-49.119880,-25.367892",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01015,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.101913,-25.376009,-49.092930,-25.367892",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01024,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.335475,-25.367892,-49.326492,-25.359775",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01030,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.281576,-25.367892,-49.272593,-25.359775",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01040,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.191745,-25.367892,-49.182762,-25.359775",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01042,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.173779,-25.367892,-49.164795,-25.359775",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01048,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.119880,-25.367892,-49.110897,-25.359775",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01050,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.101913,-25.367892,-49.092930,-25.359775",EPSG:4326,true,true,true,parcial,true,true,true,patch_com_features_review_only
curitiba_01059,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.335475,-25.359775,-49.326492,-25.351657",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01060,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.326492,-25.359775,-49.317509,-25.351657",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01065,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.281576,-25.359775,-49.272593,-25.351657",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01068,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.254627,-25.359775,-49.245644,-25.351657",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01075,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.191745,-25.359775,-49.182762,-25.351657",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01077,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.173779,-25.359775,-49.164795,-25.351657",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01083,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.119880,-25.359775,-49.110897,-25.351657",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01101,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.272593,-25.351657,-49.263610,-25.343539",EPSG:4326,true,true,true,parcial,true,true,true,patch_com_features_review_only
curitiba_01109,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.200728,-25.351657,-49.191745,-25.343539",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01111,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.182762,-25.351657,-49.173779,-25.343539",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01112,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.173779,-25.351657,-49.164795,-25.343539",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01145,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.191745,-25.343539,-49.182762,-25.335420",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
curitiba_01324,curitiba,Curitiba,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-49.155812,-25.302939,-49.146829,-25.294818",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
petropolis_00016,petropolis,Petropolis,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-43.173033,-22.602351,-43.164049,-22.594057",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
petropolis_00030,petropolis,Petropolis,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-43.047268,-22.602351,-43.038285,-22.594057",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
petropolis_00033,petropolis,Petropolis,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-43.020319,-22.602351,-43.011336,-22.594057",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
petropolis_00050,petropolis,Petropolis,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-43.182016,-22.594057,-43.173033,-22.585763",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
petropolis_00065,petropolis,Petropolis,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-43.047268,-22.594057,-43.038285,-22.585763",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
petropolis_00067,petropolis,Petropolis,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-43.029302,-22.594057,-43.020319,-22.585763",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
petropolis_00068,petropolis,Petropolis,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-43.020319,-22.594057,-43.011336,-22.585763",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
petropolis_00070,petropolis,Petropolis,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-43.002353,-22.594057,-42.993369,-22.585763",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
petropolis_00100,petropolis,Petropolis,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-43.047268,-22.585763,-43.038285,-22.577469",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
petropolis_00102,petropolis,Petropolis,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-43.029302,-22.585763,-43.020319,-22.577469",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
petropolis_00103,petropolis,Petropolis,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-43.020319,-22.585763,-43.011336,-22.577469",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
petropolis_00104,petropolis,Petropolis,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-43.011336,-22.585763,-43.002353,-22.577469",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
petropolis_00119,petropolis,Petropolis,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-43.190999,-22.577469,-43.182016,-22.569174",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
petropolis_00139,petropolis,Petropolis,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-43.011336,-22.577469,-43.002353,-22.569174",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
petropolis_00140,petropolis,Petropolis,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-43.002353,-22.577469,-42.993369,-22.569174",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
petropolis_00240,petropolis,Petropolis,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-43.047268,-22.552583,-43.038285,-22.544286",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
petropolis_00257,petropolis,Petropolis,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-43.208965,-22.544286,-43.199982,-22.535989",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
petropolis_00275,petropolis,Petropolis,datasets/suscetibilidade/susc_features_by_patch_v1.csv,"-43.047268,-22.544286,-43.038285,-22.535989",EPSG:4326,true,true,true,parcial,true,true,false,patch_com_features_review_only
